country,year,co2,co2_per_capita,co2_5yr_rolling_mean,co2_lag1,co2_lag2,co2_lag3,co2_yoy_pct_change,ghg_intensity
United States,2011,5538.973,17.634,5747.018,5669.25,5486.104,5919.221,-2.298,0.0
United States,2012,5331.467,16.812,5589.003,5538.973,5669.25,5486.104,-3.7463,0.0
United States,2013,5473.436,17.099,5499.846,5331.467,5538.973,5669.25,2.6629,0.0
United States,2014,5531.385,17.119,5508.9022,5473.436,5331.467,5538.973,1.0587,0.0
United States,2015,5368.497,16.461,5448.7516,5531.385,5473.436,5331.467,-2.9448,0.0
United States,2016,5245.362,15.935,5390.0294,5368.497,5531.385,5473.436,-2.2937,0.0
United States,2017,5195.417,15.639,5362.8194,5245.362,5368.497,5531.385,-0.9522,0.0
United States,2018,5361.236,16.001,5340.3794,5195.417,5245.362,5368.497,3.1916,0.0
United States,2019,5235.912,15.5,5281.2848,5361.236,5195.417,5245.362,-2.3376,0.0
United States,2020,4689.954,13.817,5145.5762,5235.912,5361.236,5195.417,-10.4272,0.0
United States,2021,5020.111,14.758,5100.526,4689.954,5235.912,5361.236,7.0397,0.0
United States,2022,5055.403,14.802,5072.5232,5020.111,4689.954,5235.912,0.703,0.0
United States,2023,4918.407,14.319,4983.9574,5055.403,5020.111,4689.954,-2.7099,
United States,2024,4904.12,14.197,4917.599,4918.407,5055.403,5020.111,-0.2905,
