country,year,co2,co2_per_capita,co2_5yr_rolling_mean,co2_lag1,co2_lag2,co2_lag3,co2_yoy_pct_change,ghg_intensity,country_encoded,target_co2
Australia,1993,288.78,16.294,282.67775,284.433,279.437,278.061,1.52830367784329,1.157801244976369e-09,0,293.613
Australia,1994,293.613,16.405,284.8648,288.78,284.433,279.437,1.6735923540411424,1.0494149550088436e-09,0,304.962
Australia,1995,304.962,16.853,290.245,293.613,288.78,284.433,3.865292068130488,1.2252814702309996e-09,0,311.851
Australia,1996,311.851,17.036,296.7278,304.962,293.613,288.78,2.2589699700290566,1.1782037377258146e-09,0,320.243
Australia,1997,320.243,17.306,303.8898,311.851,304.962,293.613,2.691028728463274,1.079719650229301e-09,0,334.038
Australia,1998,334.038,17.861,312.9414,320.243,311.851,304.962,4.307666365853424,1.111477160599334e-09,0,343.876
Australia,1999,343.876,18.185,322.994,334.038,320.243,311.851,2.945173902370368,1.069439976039049e-09,0,349.898
Australia,2000,349.898,18.288,331.9812,343.876,334.038,320.243,1.7512126464190647,1.114605333101432e-09,0,357.668
Australia,2001,357.668,18.469,341.1446,349.898,343.876,334.038,2.2206471600294986,1.0310929210995151e-09,0,362.425
Australia,2002,362.425,18.495,349.581,357.668,349.898,343.876,1.330004361586723,9.372428753525436e-10,0,370.784
Australia,2003,370.784,18.708,356.9302,362.425,357.668,349.898,2.306408222390832,9.484796433691307e-10,0,382.005
Australia,2004,382.005,19.056,364.556,370.784,362.425,357.668,3.0262902390610247,9.408213235618988e-10,0,385.082
Australia,2005,385.082,18.975,371.5928,382.005,370.784,362.425,0.8054868391774939,7.588653517745628e-10,0,391.373
Australia,2006,391.373,19.007,378.3338,385.082,382.005,370.784,1.6336780218239255,7.6478864264169e-10,0,398.896
Australia,2007,398.896,19.036,385.628,391.373,385.082,382.005,1.922207203869464,7.653755208440843e-10,0,404.279
Australia,2008,404.279,18.918,392.327,398.896,391.373,385.082,1.3494745497573346,8.500946972552298e-10,0,406.977
Australia,2009,406.977,18.683,397.3214,404.279,398.896,391.373,0.6673609067005648,7.364665715498164e-10,0,405.026
Australia,2010,405.026,18.293,401.3102,406.977,404.279,398.896,-0.4793882700987906,9.137720717660187e-10,0,403.874
Australia,2011,403.874,17.966,403.8104,405.026,406.977,404.279,-0.2844261849856533,8.483005382392336e-10,0,405.005
Australia,2012,405.005,17.722,405.0322,403.874,405.026,406.977,0.2800378335817477,7.493194645974191e-10,0,397.85
Australia,2013,397.85,17.122,403.7464,405.005,403.874,405.026,-1.7666448562363324,6.388503886436703e-10,0,392.61
Australia,2014,392.61,16.639,400.8730000000001,397.85,405.005,403.874,-1.317079301244195,6.02537204892176e-10,0,400.589
Australia,2015,400.589,16.727,399.9856,392.61,397.85,405.005,2.032296681184897,5.599614912311154e-10,0,409.666
Australia,2016,409.666,16.838,401.144,400.589,392.61,397.85,2.2659134424559912,5.789674735387807e-10,0,413.408
Australia,2017,413.408,16.716,402.8246,409.666,400.589,392.61,0.9134270356827344,5.97985775731877e-10,0,414.781
Australia,2018,414.781,16.512,406.2108,413.408,409.666,400.589,0.3321174239492297,5.530129470384322e-10,0,414.925
Australia,2019,414.925,16.283,410.6738,414.781,413.408,409.666,0.0347171157791814,5.143027875159195e-10,0,398.547
Australia,2020,398.547,15.481,410.26540000000006,414.925,414.781,413.408,-3.947219376995837,5.176692487865277e-10,0,388.472
Australia,2021,388.472,14.966,406.0266,398.547,414.925,414.781,-2.527932715589387,4.827573783455916e-10,0,384.078
Australia,2022,384.078,14.659,400.1606,388.472,398.547,414.925,-1.1310982516114398,4.5305512040941445e-10,0,384.316
Brazil,1993,244.306,1.558,231.48975,233.601,229.394,218.658,4.582600245718127,1.7581655405944183e-09,1,254.002
Brazil,1994,254.002,1.595,235.9922,244.306,233.601,229.394,3.968793234713841,1.920481235996457e-09,1,268.678
Brazil,1995,268.678,1.661,245.9962,254.002,244.306,233.601,5.7779072605727455,1.8013172129993883e-09,1,289.311
Brazil,1996,289.311,1.762,257.9796,268.678,254.002,244.306,7.679452727800551,1.701511964951057e-09,1,306.949
Brazil,1997,306.949,1.842,272.6492,289.311,268.678,254.002,6.09655353581442,1.6940404959022695e-09,1,317.359
Brazil,1998,317.359,1.876,287.2598,306.949,289.311,268.678,3.3914428781328443,1.8109908348308381e-09,1,327.256
Brazil,1999,327.256,1.907,301.91060000000004,317.359,306.949,289.311,3.1185502853235514,1.8018869036285282e-09,1,340.183
Brazil,2000,340.183,1.955,316.2116,327.256,317.359,306.949,3.950118561615379,1.623128986304928e-09,1,346.166
Brazil,2001,346.166,1.963,327.5826,340.183,327.256,317.359,1.7587592560474707,1.5588657098038475e-09,1,347.765
Brazil,2002,347.765,1.948,335.7458,346.166,340.183,327.256,0.461917114910193,1.6012613355875962e-09,1,344.645
Brazil,2003,344.645,1.908,341.203,347.765,346.166,340.183,-0.8971575632970574,2.0193763207504884e-09,1,361.434
Brazil,2004,361.434,1.979,348.0386,344.645,347.765,346.166,4.871389400687676,1.6256279834961574e-09,1,364.371
Brazil,2005,364.371,1.973,352.8762,361.434,344.645,347.765,0.8125964906455785,1.4357632621371515e-09,1,368.871
Brazil,2006,368.871,1.976,357.4172,364.371,361.434,344.645,1.2350049811867605,1.2581061710440035e-09,1,390.573
Brazil,2007,390.573,2.071,365.9788,368.871,364.371,361.434,5.883357596558136,1.141418895121697e-09,1,412.638
Brazil,2008,412.638,2.168,379.5774,390.573,368.871,364.371,5.649392047069313,1.0221136013153584e-09,1,389.775
Brazil,2009,389.775,2.029,385.2456,412.638,390.573,368.871,-5.5406918412749135,9.393179056262101e-10,1,440.269
Brazil,2010,440.269,2.273,400.4252,389.775,412.638,390.573,12.954653325636588,8.587989390595278e-10,1,461.911
Brazil,2011,461.911,2.365,419.0332,440.269,389.775,412.638,4.915631125516451,8.014566480634229e-10,1,497.468
Brazil,2012,497.468,2.527,440.4122,461.911,440.269,389.775,7.6978032564714916,8.273852359307104e-10,1,531.569
Brazil,2013,531.569,2.678,464.1984000000001,497.468,461.911,440.269,6.854913280854236,8.24284558126051e-10,1,556.526
Brazil,2014,556.526,2.781,497.5486,531.569,497.468,461.911,4.694969044470243,8.391197766415417e-10,1,528.174
Brazil,2015,528.174,2.619,515.1296,556.526,531.569,497.468,-5.094460995533002,8.665562808654738e-10,1,491.745
Brazil,2016,491.745,2.42,521.0964,528.174,556.526,531.569,-6.897158890820066,8.597294768322151e-10,1,497.255
Brazil,2017,497.255,2.429,521.0538,491.745,528.174,556.526,1.1204994458509976,8.211703447486311e-10,1,476.601
Brazil,2018,476.601,2.312,510.0602,497.255,491.745,528.174,-4.153603282018281,8.041002032675852e-10,1,476.724
Brazil,2019,476.724,2.298,494.0998,476.601,497.255,491.745,0.0258077511377408,8.093341700286627e-10,1,447.999
Brazil,2020,447.999,2.147,478.0648,476.724,476.601,497.255,-6.025499030885784,8.714874765933557e-10,1,496.562
Brazil,2021,496.562,2.37,479.0282,447.999,476.724,476.601,10.83997955352578,8.956925221539503e-10,1,480.058
Brazil,2022,480.058,2.283,475.5888,496.562,447.999,476.724,-3.323653441060737,9.019866842472391e-10,1,483.992
China,1993,2914.284,2.434,2687.06275,2731.29,2619.143,2483.534,6.699911031051276,1.1127401093945295e-09,2,3093.891
China,1994,3093.891,2.559,2768.4284,2914.284,2731.29,2619.143,6.162988919405255,1.1042742096619446e-09,2,3351.197
China,1995,3351.197,2.747,2941.961,3093.891,2914.284,2731.29,8.31658258161001,1.0709555319005704e-09,2,3499.311
China,1996,3499.311,2.843,3117.9946000000004,3351.197,3093.891,2914.284,4.419734202435732,1.0451364908887171e-09,2,3512.35
China,1997,3512.35,2.83,3274.2066,3499.311,3351.197,3093.891,0.3726162093051988,1.0050507226841375e-09,2,3355.336
China,1998,3355.336,2.682,3362.417,3512.35,3499.311,3351.197,-4.4703403704072775,9.73135040253451e-10,2,3549.949
China,1999,3549.949,2.817,3453.6286,3355.336,3512.35,3499.311,5.800104669100215,9.57617466924327e-10,2,3643.81
